name,brand,address,town,county,latitude,longitude,fuel,price,dateupdated
Casey's Londis Newbridge,NA,"Moorefield Rd, Moorfield",Newbridge,Kildare,53.176246799999994,-6.8029698,Petrol,172.9,2025-12-30
Casey's Londis Newbridge,NA,"Moorefield Rd, Moorfield",Newbridge,Kildare,53.176246799999994,-6.8029698,Diesel,172.9,2025-12-30
Maxol Service Station The Crossings,Maxol,The Crossings,Naas,Kildare,53.2209151,-6.658082299999999,Petrol,177.9,2025-11-25
Maxol Service Station The Crossings,Maxol,The Crossings,Naas,Kildare,53.2209151,-6.658082299999999,Diesel,173.9,2025-11-25
Applegreen,Applegreen,Main St,Kilcullen,Kildare,53.12984720000001,-6.7458452,Petrol,176.8,2025-11-23
Applegreen,Applegreen,Main St,Kilcullen,Kildare,53.12984720000001,-6.7458452,Diesel,173.8,2025-11-23
Rathangan Service Station,Top,"R401, Kildare Rd",Rathangan,Kildare,53.219354985045925,-6.990608982332361,Petrol,179.9,2025-11-19
Rathangan Service Station,Top,"R401, Kildare Rd",Rathangan,Kildare,53.219354985045925,-6.990608982332361,Diesel,179.9,2025-11-19
Emo Service Station,Emo,"R415, The Village Green",Nurney,Kildare,53.09433186897476,-6.94771803209062,Petrol,174.9,2025-11-17
Emo Service Station,Emo,"R415, The Village Green",Nurney,Kildare,53.09433186897476,-6.94771803209062,Diesel,172.9,2025-11-17
Applegreen,Applegreen,"Rathstewart Cres, Paudeenourstown",Athy,Kildare,53.0014726,-6.9882402,Petrol,173.8,2025-10-13
Applegreen,Applegreen,"Rathstewart Cres, Paudeenourstown",Athy,Kildare,53.0014726,-6.9882402,Diesel,169.8,2025-10-13
Noonan's Service Station,Campus,"R417, Carlow Rd",Athy,Kildare,52.98901100120483,-6.981316425778999,Petrol,182.9,2025-10-13
Noonan's Service Station,Campus,"R417, Carlow Rd",Athy,Kildare,52.98901100120483,-6.981316425778999,Diesel,178.9,2025-10-13
Texaco Allenwood,Texaco,"R403, Allenwood Cross",Allenwood,Kildare,53.28384415727032,-6.860163813622478,Petrol,173.9,2025-10-13
Texaco Allenwood,Texaco,"R403, Allenwood Cross",Allenwood,Kildare,53.28384415727032,-6.860163813622478,Diesel,170.9,2025-10-13
Applegreen,Applegreen,"Main St, Carragh, Co. Kildare",Caragh,Kildare,53.2359911,-6.7274027,Petrol,172.8,2025-09-28
Applegreen,Applegreen,"Main St, Carragh, Co. Kildare",Caragh,Kildare,53.2359911,-6.7274027,Diesel,168.8,2025-09-28
Duffy's Garage,Emo,"R445, Naas Rd, Oldconnell",Newbridge,Kildare,53.18419702693279,-6.788239726676068,Petrol,175.9,2025-07-05
Duffy's Garage,Emo,"R445, Naas Rd, Oldconnell",Newbridge,Kildare,53.18419702693279,-6.788239726676068,Diesel,174.9,2025-07-05
Maxol Service Station Kilkenny,Maxol,"Dublin Rd, Carlow Road, Middleknock",Kilkenny,Kilkenny,52.6488002,-7.2260679,Petrol,199.9,2026-03-21
Maxol Service Station Kilkenny,Maxol,"Dublin Rd, Carlow Road, Middleknock",Kilkenny,Kilkenny,52.6488002,-7.2260679,Diesel,204.9,2026-03-21
Circle K Waterford Rd,Circle K,"Waterford Rd, Smithsland South",Kilkenny,Kilkenny,52.6409069,-7.248594199999999,Petrol,199.9,2026-03-20
Circle K Waterford Rd,Circle K,"Waterford Rd, Smithsland South",Kilkenny,Kilkenny,52.6409069,-7.248594199999999,Diesel,228.9,2026-03-20
Circle K Express Kilkenny City,Circle K Express,"R909, Callan Rd",Kilkenny,Kilkenny,52.6432794693209,-7.262157840368246,Petrol,199.9,2026-03-20
Circle K Express Kilkenny City,Circle K Express,"R909, Callan Rd",Kilkenny,Kilkenny,52.6432794693209,-7.262157840368246,Diesel,228.9,2026-03-20
Circle K Castlecomer Road,Circle K,"Castlecomer Rd, Newpark Lower",Kilkenny,Kilkenny,52.661204999999995,-7.250382,Petrol,199.9,2026-03-20
Circle K Castlecomer Road,Circle K,"Castlecomer Rd, Newpark Lower",Kilkenny,Kilkenny,52.661204999999995,-7.250382,Diesel,228.9,2026-03-20
Circle K Park,Circle K,"Castlecomer Rd, Bleach Green",Kilkenny,Kilkenny,52.6662572,-7.252521599999999,Petrol,199.9,2026-03-20
Circle K Park,Circle K,"Castlecomer Rd, Bleach Green",Kilkenny,Kilkenny,52.6662572,-7.252521599999999,Diesel,228.9,2026-03-20
Spar Castlecomer Road,Inver,"Castlecomer Road, Dunmore",Kilkenny,Kilkenny,52.67582422022295,-7.253924059211101,Petrol,199.9,2026-03-20
Spar Castlecomer Road,Inver,"Castlecomer Road, Dunmore",Kilkenny,Kilkenny,52.67582422022295,-7.253924059211101,Diesel,212.9,2026-03-20
Top Oil Kilkenny Depot,Top,"Hebron Industrial Estate, Hebron Rd, Leggetsrath West",Kilkenny,Kilkenny,52.655023799999995,-7.231328800000001,Petrol,199.9,2026-03-20
Top Oil Kilkenny Depot,Top,"Hebron Industrial Estate, Hebron Rd, Leggetsrath West",Kilkenny,Kilkenny,52.655023799999995,-7.231328800000001,Diesel,219.9,2026-03-20
Applegreen,Applegreen,"Bennettsbridge Rd, Gallowshill",Kilkenny,Kilkenny,52.6430067,-7.2345936,Petrol,198.8,2026-03-20
Applegreen,Applegreen,"Bennettsbridge Rd, Gallowshill",Kilkenny,Kilkenny,52.6430067,-7.2345936,Diesel,219.8,2026-03-20
Farrell's Railway Garage,Texaco,"N78, Kilkenny Rd",Castlecomer,Kilkenny,52.799918590296016,-7.210157075166279,Petrol,199.9,2026-03-19
Farrell's Railway Garage,Texaco,"N78, Kilkenny Rd",Castlecomer,Kilkenny,52.799918590296016,-7.210157075166279,Diesel,219.9,2026-03-19
Redbridge Auto Stop,Top,Newrath,Newrath,Kilkenny,52.279081999999995,-7.1411164,Diesel,215.9,2026-03-17
Maxol Irishtown Service Station,Maxol,"693 Vicar St, Irishtown",Kilkenny,Kilkenny,52.6564803,-7.255786499999999,Petrol,195.9,2026-03-17
Maxol Irishtown Service Station,Maxol,"693 Vicar St, Irishtown",Kilkenny,Kilkenny,52.6564803,-7.255786499999999,Diesel,214.9,2026-03-17
Applegreen,Applegreen,"M9 Exit 7 M9 Exit 7, Jordanstown, Co. Kilkenny",Paulstown,Kilkenny,52.679899,-7.034723400000001,Petrol,187.9,2026-03-16
Applegreen,Applegreen,"M9 Exit 7 M9 Exit 7, Jordanstown, Co. Kilkenny",Paulstown,Kilkenny,52.679899,-7.034723400000001,Diesel,209.9,2026-03-16
Hennessy's Filling Station Gowran,Circle K Express,"R448, 2 High Street",Gowran,Kilkenny,52.63073611913501,-7.0618535145651435,Petrol,189.9,2026-03-15
Hennessy's Filling Station Gowran,Circle K Express,"R448, 2 High Street",Gowran,Kilkenny,52.63073611913501,-7.0618535145651435,Diesel,204.9,2026-03-15
Walsh’s Centra Thomastown,Texaco,"Ladyswell, Newtown",Thomastown,Kilkenny,52.529424999999996,-7.141844,Petrol,186.9,2026-03-15
Walsh’s Centra Thomastown,Texaco,"Ladyswell, Newtown",Thomastown,Kilkenny,52.529424999999996,-7.141844,Diesel,206.9,2026-03-15
Kehoe's Garage,Independent,"R705, Farrantemple",The Rower,Kilkenny,52.4551574197684,-6.958706561613695,Petrol,187.8,2026-03-13
Kehoe's Garage,Independent,"R705, Farrantemple",The Rower,Kilkenny,52.4551574197684,-6.958706561613695,Diesel,202.8,2026-03-13
Fairview Service Station,Texaco,"R705, Harristown Roundabout",Graiguenamanagh,Kilkenny,52.54488396219065,-6.95910093843213,Petrol,187.9,2026-03-13
Fairview Service Station,Texaco,"R705, Harristown Roundabout",Graiguenamanagh,Kilkenny,52.54488396219065,-6.95910093843213,Diesel,205.9,2026-03-13
Certa Kilkenny,Certa,"R712, Castlecomer Rd, Pennefatherslot",Kilkenny,Kilkenny,52.65661411366207,-7.245446637366058,Diesel,204.9,2026-03-11
Costcutter Mooncoin Stores,Emo,Main St,Mooncoin,Kilkenny,52.2918405,-7.252458099999999,Petrol,179.9,2026-03-06
Costcutter Mooncoin Stores,Emo,Main St,Mooncoin,Kilkenny,52.2918405,-7.252458099999999,Diesel,179.9,2026-03-06
Maxol,Maxol,Belmont Rd,Ferrybank,Kilkenny,52.2706741,-7.0918415999999995,Petrol,172.9,2026-01-10
Maxol,Maxol,Belmont Rd,Ferrybank,Kilkenny,52.2706741,-7.0918415999999995,Diesel,171.9,2026-01-10
Kavanagh's Service Station,Swift,"Churchview, Main St",Urlingford,Kilkenny,52.722337754473074,-7.5790562763095295,Petrol,167.9,2026-01-08
Kavanagh's Service Station,Swift,"Churchview, Main St",Urlingford,Kilkenny,52.722337754473074,-7.5790562763095295,Diesel,165.9,2026-01-08
Ely's Daybreak,Inver,R639,Urlingford,Kilkenny,52.71897736165198,-7.585814744121507,Petrol,177.9,2025-02-10
Ely's Daybreak,Inver,R639,Urlingford,Kilkenny,52.71897736165198,-7.585814744121507,Diesel,171.9,2025-02-10
Raheen New Ross Service Station,Top,"R723, Waterford Rd",New Ross,Kilkenny,52.38886937590593,-6.961069566069995,Petrol,179.9,2025-03-22
Raheen New Ross Service Station,Top,"R723, Waterford Rd",New Ross,Kilkenny,52.38886937590593,-6.961069566069995,Diesel,178.9,2025-03-22
Spar Johnstown,Inver,Foulkscourt,Johnstown,Kilkenny,52.752821999999995,-7.5539974999999995,Petrol,175.9,2024-05-18
Spar Johnstown,Inver,Foulkscourt,Johnstown,Kilkenny,52.752821999999995,-7.5539974999999995,Diesel,164.9,2024-05-18
Morris Oil,NA,"Kilmacow, Co. Kilkenny, Ireland",Lower,Kilkenny,52.3047608,-7.170467100000001,Petrol,176.9,2024-10-06
Morris Oil,NA,"Kilmacow, Co. Kilkenny, Ireland",Lower,Kilkenny,52.3047608,-7.170467100000001,Diesel,169.9,2024-10-06
Circle K Ballacolla,Circle K,"M8 Junction 3, Oldglass",Ballacolla,Laois,52.8664675,-7.480764099999999,Petrol,199.9,2026-03-19
Circle K Ballacolla,Circle K,"M8 Junction 3, Oldglass",Ballacolla,Laois,52.8664675,-7.480764099999999,Diesel,219.9,2026-03-19
Centra Portlaoise Texaco Dublin Rd,Texaco,"Portlaoise Service Station, Dublin Rd, Kilminchy",Portlaoise,Laois,53.0410998,-7.2674229,Petrol,188.9,2026-03-19
Centra Portlaoise Texaco Dublin Rd,Texaco,"Portlaoise Service Station, Dublin Rd, Kilminchy",Portlaoise,Laois,53.0410998,-7.2674229,Diesel,204.9,2026-03-19
The Gandon Inn Service Station,Circle K Express,"Cappakeel, Emo",Portlaoise,Laois,53.09255050472183,-7.179379637676618,Petrol,189.9,2026-03-19
The Gandon Inn Service Station,Circle K Express,"Cappakeel, Emo",Portlaoise,Laois,53.09255050472183,-7.179379637676618,Diesel,209.9,2026-03-19
Ballybrittas Service Station,Independent,"R445, Tullaghan",Ballybrittas,Laois,53.11007260011007,-7.13480767294422,Petrol,188.9,2026-03-19
Ballybrittas Service Station,Independent,"R445, Tullaghan",Ballybrittas,Laois,53.11007260011007,-7.13480767294422,Diesel,209.9,2026-03-19
Emo Oil - Rosecourt Filling Station,Emo,"Patrick St, Cooltederry",Portarlington,Laois,53.161193700000005,-7.192509800000001,Petrol,191.9,2026-03-18
Emo Oil - Rosecourt Filling Station,Emo,"Patrick St, Cooltederry",Portarlington,Laois,53.161193700000005,-7.192509800000001,Diesel,208.9,2026-03-18
Dempseys Service Station,Inver,"R420, 1 Patrick St, Kilmalogue",Portarlington,Laois,53.16189730728425,-7.193930347326301,Petrol,191.9,2026-03-18
Dempseys Service Station,Inver,"R420, 1 Patrick St, Kilmalogue",Portarlington,Laois,53.16189730728425,-7.193930347326301,Diesel,208.9,2026-03-18
Portarlington Service Station,Applegreen,Main Street,Portarlington,Laois,53.156779388599915,-7.184669420505884,Petrol,189.8,2026-03-18
Portarlington Service Station,Applegreen,Main Street,Portarlington,Laois,53.156779388599915,-7.184669420505884,Diesel,209.8,2026-03-18
Maxol Portarlington,Maxol,"R420, Main St, Cooltederry",Portarlington,Laois,53.15605583878141,-7.18324639857488,Petrol,189.9,2026-03-18
Maxol Portarlington,Maxol,"R420, Main St, Cooltederry",Portarlington,Laois,53.15605583878141,-7.18324639857488,Diesel,209.9,2026-03-18
Texaco Spar Mountmellick,Texaco,"Emo, Spar Service Station, Townparks",Mountmellick,Laois,53.1235328,-7.332727599999999,Petrol,192.9,2026-03-18
Texaco Spar Mountmellick,Texaco,"Emo, Spar Service Station, Townparks",Mountmellick,Laois,53.1235328,-7.332727599999999,Diesel,209.9,2026-03-18
Portlaoise Service Station,Go,"Mountmellick Rd, Maryborough, ",Portlaoise,Laois,53.0415499,-7.310250399999999,Petrol,189.9,2026-03-14
Portlaoise Service Station,Go,"Mountmellick Rd, Maryborough, ",Portlaoise,Laois,53.0415499,-7.310250399999999,Diesel,205.9,2026-03-14
Portlaoise Plaza,Texaco,"M7 Junction 17, Togher",Portlaoise,Laois,53.01437859948237,-7.306709557302611,Petrol,188.9,2026-03-11
Portlaoise Plaza,Texaco,"M7 Junction 17, Togher",Portlaoise,Laois,53.01437859948237,-7.306709557302611,Diesel,199.9,2026-03-11
Corrib Oil Service Station,Circle K,"Mountmellick Rd, Clonreher",Portlaoise,Laois,53.050912999999994,-7.3205973,Diesel,198.9,2026-03-10
Certa Portlaoise,Certa,"Tea Lane, Mountrath Rd, Knockmay",Portlaoise,Laois,53.0331872,-7.3063104,Diesel,205.9,2026-03-10
Emo Oil - Dunne's Gala,Emo,"Abbeyleix Rd, Clonminam",Portlaoise,Laois,53.0237401,-7.2996834999999995,Petrol,174.9,2026-02-26
Emo Oil - Dunne's Gala,Emo,"Abbeyleix Rd, Clonminam",Portlaoise,Laois,53.0237401,-7.2996834999999995,Diesel,174.9,2026-02-26
Midway Complex,Applegreen,"M7 Junction 17, Meelick",Portkaoise,Laois,53.01480769945144,-7.300534262459763,Petrol,174.8,2026-02-26
Midway Complex,Applegreen,"M7 Junction 17, Meelick",Portkaoise,Laois,53.01480769945144,-7.300534262459763,Diesel,174.8,2026-02-26
Hennesy's Circle K Express,Circle K Express,"R924, Portlaoise Rd, Graigue",Carlow,Laois,52.8403602033882,-6.946364239599035,Petrol,175.9,2026-02-16
Hennesy's Circle K Express,Circle K Express,"R924, Portlaoise Rd, Graigue",Carlow,Laois,52.8403602033882,-6.946364239599035,Diesel,175.9,2026-02-16
Maxol,Maxol,"Abbeyleix Rd, Maryborough",Portlaoise,Laois,53.0329244,-7.3021897,Petrol,172.9,2026-02-16
Maxol,Maxol,"Abbeyleix Rd, Maryborough",Portlaoise,Laois,53.0329244,-7.3021897,Diesel,172.9,2026-02-16
Circle K Portlaoise,Circle K,"Abbeyleix Rd, Clonminam",Portlaoise,Laois,53.0325158,-7.3024745,Petrol,172.9,2026-02-16
Circle K Portlaoise,Circle K,"Abbeyleix Rd, Clonminam",Portlaoise,Laois,53.0325158,-7.3024745,Diesel,172.9,2026-02-16
Maxol Bracken's,Maxol,"Stradbally Rd, Beladd",Portlaoise,Laois,53.033101599999995,-7.273210400000001,Petrol,179.9,2026-02-05
Maxol Bracken's,Maxol,"Stradbally Rd, Beladd",Portlaoise,Laois,53.033101599999995,-7.273210400000001,Diesel,179.9,2026-02-05
Emo,Emo,Dublin Road,Mountrath,Laois,53.0041041,-7.4679116,Petrol,179.9,2026-01-08
Emo,Emo,Dublin Road,Mountrath,Laois,53.0041041,-7.4679116,Diesel,179.9,2026-01-08
Applegreen,Applegreen,Limerick Rd,Mountrath,Laois,52.992909399999995,-7.483504299999999,Petrol,172.9,2025-10-17
Applegreen,Applegreen,Limerick Rd,Mountrath,Laois,52.992909399999995,-7.483504299999999,Diesel,167.9,2025-10-17
McSorleys Drive Service Station,Drive,"Mountrath Rd, Boghlone",Portlaoise,Laois,53.033335814222625,-7.328777288624877,Petrol,174.9,2025-10-17
McSorleys Drive Service Station,Drive,"Mountrath Rd, Boghlone",Portlaoise,Laois,53.033335814222625,-7.328777288624877,Diesel,171.9,2025-10-17
Geneva Stores Service Station,Inver,"N78, Clonbrock",Crettyard,Laois,52.846004216373785,-7.126566871030207,Petrol,169.9,2025-09-27
Geneva Stores Service Station,Inver,"N78, Clonbrock",Crettyard,Laois,52.846004216373785,-7.126566871030207,Diesel,175.9,2025-09-27
King's Service Station (Naas Oil),Maxol,"N78, Main St",Ballylinan,Laois,52.94161248650104,-7.04466174184671,Petrol,173.9,2025-09-27
King's Service Station (Naas Oil),Maxol,"N78, Main St",Ballylinan,Laois,52.94161248650104,-7.04466174184671,Diesel,170.9,2025-09-27
Applegreen,Applegreen,Irishtown,Mountmellick,Laois,53.1091504,-7.328259300000001,Petrol,172.8,2025-07-20
Applegreen,Applegreen,Irishtown,Mountmellick,Laois,53.1091504,-7.328259300000001,Diesel,170.8,2025-07-20
Inver Borris in Ossory,NA,"Main St, Townparks",Borris-in-Ossory,Laois,52.9401456,-7.6271659,Petrol,175.9,2025-02-13
Inver Borris in Ossory,NA,"Main St, Townparks",Borris-in-Ossory,Laois,52.9401456,-7.6271659,Diesel,172.9,2025-02-13
Keane's Service Station,Tara,"R435, Mooreville, Knockheel",Rathdowney,Laois,52.85643490419599,-7.595962529185442,Petrol,179.9,2025-01-19
Keane's Service Station,Tara,"R435, Mooreville, Knockheel",Rathdowney,Laois,52.85643490419599,-7.595962529185442,Diesel,182.9,2025-01-19
Circle K Spar Service Station,Circle K,"Tullaghan, Co. Leitrim, Ireland",Tullaghan,Leitrim,54.468135200000006,-8.3289037,Petrol,175.9,2026-01-24
Circle K Spar Service Station,Circle K,"Tullaghan, Co. Leitrim, Ireland",Tullaghan,Leitrim,54.468135200000006,-8.3289037,Diesel,174.9,2026-01-24
Circle K Express,Circle K,"Dublin Rd, Attifinlay",Carrick-On-Shannon,Leitrim,53.9438556,-8.070900199999999,Petrol,177.9,2026-01-07
Circle K Express,Circle K,"Dublin Rd, Attifinlay",Carrick-On-Shannon,Leitrim,53.9438556,-8.070900199999999,Diesel,176.9,2026-01-07
Certa Fuel Depot,Certa,"R368, Station Rd, Cortober",Carrick-On-Shannon,Leitrim,53.93823481665612,-8.102385920490178,Diesel,163.9,2026-01-07
Crowes Garage And Filling Station,NA,Dromod Beg,Drumod,Leitrim,53.8611279,-7.923703300000001,Petrol,176.9,2025-12-29
Crowes Garage And Filling Station,NA,Dromod Beg,Drumod,Leitrim,53.8611279,-7.923703300000001,Diesel,175.9,2025-12-29
Circle K,Circle K,"Leitrim Rd, Townparks",Carrick-On-Shannon,Leitrim,53.9486116,-8.0919039,Petrol,171.9,2025-12-29
Circle K,Circle K,"Leitrim Rd, Townparks",Carrick-On-Shannon,Leitrim,53.9486116,-8.0919039,Diesel,168.9,2025-12-29
Corrib Oil Ballinamore Petrol Station,Corrib,"Ardrum, Co. Leitrim, N41 FA36",Cooladerry,Leitrim,54.0407948,-7.830140599999999,Petrol,177.9,2025-11-08
Corrib Oil Ballinamore Petrol Station,Corrib,"Ardrum, Co. Leitrim, N41 FA36",Cooladerry,Leitrim,54.0407948,-7.830140599999999,Diesel,175.9,2025-11-08
Simpsons EMO,Emo,"Kinlough, Co. Leitrim, Ireland",Kinlough,Leitrim,54.445308399999995,-8.2878473,Petrol,173.9,2025-05-12
Simpsons EMO,Emo,"Kinlough, Co. Leitrim, Ireland",Kinlough,Leitrim,54.445308399999995,-8.2878473,Diesel,167.9,2025-05-12
Top Oil Leitrim Village McCormack's Mace,Top,"Main St, Tullylannan",Leitrim,Leitrim,53.9891552,-8.0640654,Petrol,167.9,2024-10-11
Top Oil Leitrim Village McCormack's Mace,Top,"Main St, Tullylannan",Leitrim,Leitrim,53.9891552,-8.0640654,Diesel,159.9,2024-10-11
Reidy's Centra Foynes,Circle K,"N69, Corgrig",Foynes,Limerick,52.60756,-9.100708,Petrol,199.9,2026-03-20
Reidy's Centra Foynes,Circle K,"N69, Corgrig",Foynes,Limerick,52.60756,-9.100708,Diesel,219.9,2026-03-20
Texaco Churchtown Road,Texaco,Churchtown,Newcastle,Limerick,52.45758,-9.06617,Petrol,198.9,2026-03-20
Texaco Churchtown Road,Texaco,Churchtown,Newcastle,Limerick,52.45758,-9.06617,Diesel,215.9,2026-03-20
Applegreen,Applegreen,"N21 N21, Coolanoran",Newcastle,Limerick,52.4798616,-9.012238199999999,Petrol,197.8,2026-03-20
Applegreen,Applegreen,"N21 N21, Coolanoran",Newcastle,Limerick,52.4798616,-9.012238199999999,Diesel,219.8,2026-03-20
Moynihan's Service Station,Inver,"N21, 8 Rathkeale Rd",Adare,Limerick,52.56204655232037,-8.79330952296499,Petrol,193.9,2026-03-20
Gleeson's Spar,Inver,"R526, Punches Cross, Ballinacurra Rd",Ballinacurra,Limerick,52.6494656,-8.6380064,Petrol,191.9,2026-03-20
Gleeson's Spar,Inver,"R526, Punches Cross, Ballinacurra Rd",Ballinacurra,Limerick,52.6494656,-8.6380064,Diesel,208.9,2026-03-20
West End Service Station 'The Way Cafe',Circle K,Cullenagh,Newcastle,Limerick,52.444059499999995,-9.0731571,Diesel,228.9,2026-03-20
O'Gorman's Service Station,Independent,Ballyvologe,Kilmallock,Limerick,52.46724191895888,-8.786504076356067,Petrol,196.9,2026-03-20
O'Gorman's Service Station,Independent,Ballyvologe,Kilmallock,Limerick,52.46724191895888,-8.786504076356067,Diesel,209.9,2026-03-20
Snow's Country Store,Independent,"R519, Glenwilliam",Ballingarry,Limerick,52.44555372268786,-8.866797962074514,Petrol,196.9,2026-03-20
Snow's Country Store,Independent,"R519, Glenwilliam",Ballingarry,Limerick,52.44555372268786,-8.866797962074514,Diesel,210.9,2026-03-20
Centra Newcastlewest,Maxol,"St Mary's Rd, Gortboy",Newcastle West,Limerick,52.4486541,-9.053394299999999,Petrol,196.9,2026-03-20
Centra Newcastlewest,Maxol,"St Mary's Rd, Gortboy",Newcastle West,Limerick,52.4486541,-9.053394299999999,Diesel,212.9,2026-03-20
Inver Hurlers,NA,"Dublin Rd, Newcastle",Limerick,Limerick,52.6677365,-8.5575026,Petrol,191.9,2026-03-19
Inver Hurlers,NA,"Dublin Rd, Newcastle",Limerick,Limerick,52.6677365,-8.5575026,Diesel,208.9,2026-03-19
Circle K Ballysimon,Circle K,"Ballysimon Rd, Monaclinoe",Limerick,Limerick,52.652660999999995,-8.5936,Diesel,219.5,2026-03-19
Ballysimon (Flynn's) Service Station,Inver,"N24, Tipperary Rd, Boher",Ballysimon,Limerick,52.62136599272594,-8.486121828216682,Petrol,199.9,2026-03-19
Maxol Service Station Castletroy,Maxol,"Dublin Rd, Newcastle",Limerick,Limerick,52.6674219,-8.552365199999999,Petrol,194.9,2026-03-19
Maxol Service Station Castletroy,Maxol,"Dublin Rd, Newcastle",Limerick,Limerick,52.6674219,-8.552365199999999,Diesel,213.9,2026-03-19
Circle K Caherdavin,Circle K,Caherdavin,Limerick,Limerick,52.6718884,-8.665203,Petrol,190.9,2026-03-18
Circle K Caherdavin,Circle K,Caherdavin,Limerick,Limerick,52.6718884,-8.665203,Diesel,212.9,2026-03-18
Mulcair's Service Station,Applegreen,Main Street,Kildimo,Limerick,52.6230646,-8.809983899999999,Petrol,193.8,2026-03-16
Mulcair's Service Station,Applegreen,Main Street,Kildimo,Limerick,52.6230646,-8.809983899999999,Diesel,212.8,2026-03-16
Circle K Centra,Circle K,Ballybrown,Clarina,Limerick,52.6322077,-8.730681299999999,Petrol,191.9,2026-03-16
Circle K Centra,Circle K,Ballybrown,Clarina,Limerick,52.6322077,-8.730681299999999,Diesel,208.9,2026-03-16
Hodkinson's Centra,Top,"R526, Main St, Ballyanrahan East",Patrickswell,Limerick,52.5977189,-8.708372299999999,Diesel,209.9,2026-03-16
Circle K Patrickswell McDermott's,Circle K,"Main St, Attyflin",Patrickswell,Limerick,52.596691799999995,-8.710308,Diesel,209.9,2026-03-16
Centra Cappamore,NA,"Moore St, Turagh",Cappamore,Limerick,52.614654699999996,-8.337040199999999,Diesel,205.9,2026-03-16
Certa,Certa,"Ennis Rd, Coonagh",Clondrinagh,Limerick,52.67521092173624,-8.674690360388837,Diesel,204.9,2026-03-15
Circle K Thomond,Circle K,Thomondgate,Limerick,Limerick,52.671645999999996,-8.635304999999999,Petrol,186.9,2026-03-15
Circle K Thomond,Circle K,Thomondgate,Limerick,Limerick,52.671645999999996,-8.635304999999999,Diesel,209.9,2026-03-15
Croagh Service Station,Top,"N21, Smithfield",Adare,Limerick,52.543338239832764,-8.854306069994692,Petrol,176.9,2026-03-13
Croagh Service Station,Top,"N21, Smithfield",Adare,Limerick,52.543338239832764,-8.854306069994692,Diesel,197.9,2026-03-13
Maxol Lee's,Maxol,Coolreiry,Castleconnell,Limerick,52.7095177,-8.4901044,Petrol,189.9,2026-03-10
Maxol Lee's,Maxol,Coolreiry,Castleconnell,Limerick,52.7095177,-8.4901044,Diesel,184.9,2026-03-10
Circle K Dock Road,Circle K,"Dock Rd, Courtbrack",Limerick,Limerick,52.6581257,-8.6399434,Diesel,2.9,2026-03-08
Hinchy's Garage,Circle K,"R513, Raheen",Garryspillane,Limerick,52.41304136689925,-8.378725713761582,Petrol,184.9,2026-03-07
Hinchy's Garage,Circle K,"R513, Raheen",Garryspillane,Limerick,52.41304136689925,-8.378725713761582,Diesel,189.9,2026-03-07
Dooleys Garage,Circle K Express,"R513, Knocklong East",Knocklong,Limerick,52.437684,-8.411542,Petrol,184.9,2026-03-07
Dooleys Garage,Circle K Express,"R513, Knocklong East",Knocklong,Limerick,52.437684,-8.411542,Diesel,189.9,2026-03-07
McNulty’s Fuels,Swift,"R513, Coolalough",Hospital,Limerick,52.4690887,-8.4314253,Petrol,184.9,2026-03-07
McNulty’s Fuels,Swift,"R513, Coolalough",Hospital,Limerick,52.4690887,-8.4314253,Diesel,189.9,2026-03-07
Henchy's Dock Road,Top,"Dock Rd, Corkanree",Limerick,Limerick,52.65242394013137,-8.655233327104526,Petrol,182.9,2026-03-07
Henchy's Dock Road,Top,"Dock Rd, Corkanree",Limerick,Limerick,52.65242394013137,-8.655233327104526,Diesel,185.2,2026-03-07
Lock Quay,Go,"R445, Clare St, Monamuck",Limerick,Limerick,52.66650450364176,-8.617280889620929,Petrol,179.9,2026-03-07
Lock Quay,Go,"R445, Clare St, Monamuck",Limerick,Limerick,52.66650450364176,-8.617280889620929,Diesel,189.9,2026-03-07
Lynch's Carrigeen Stores,Inver,"Carrigeen, Croom",Ploughlands,Limerick,52.50966256622053,-8.742643304993095,Petrol,173.9,2026-02-15
Lynch's Carrigeen Stores,Inver,"Carrigeen, Croom",Ploughlands,Limerick,52.50966256622053,-8.742643304993095,Diesel,174.9,2026-02-15
Gibbons' Autos & Filling Station,Top,"N21, Killarney Rd",Abbeyfeale,Limerick,52.3749392,-9.3100411,Petrol,172.9,2026-02-05
Gibbons' Autos & Filling Station,Top,"N21, Killarney Rd",Abbeyfeale,Limerick,52.3749392,-9.3100411,Diesel,173.9,2026-02-05
Moloney's Garage,Maxol,"N21, Killarney Rd",Abbeyfeale,Limerick,52.374645199999996,-9.3097534,Petrol,173.9,2026-02-05
Moloney's Garage,Maxol,"N21, Killarney Rd",Abbeyfeale,Limerick,52.374645199999996,-9.3097534,Diesel,173.9,2026-02-05
Farm & Home,Kerry Agribusiness,R520,Newcastle West,Limerick,52.448289722748996,-9.047916410764401,Diesel,174.9,2026-01-26
Sheehan's Garage,Top,"N21, Templeglantine East",Templeglantine,Limerick,52.39638412995154,-9.175723329227026,Petrol,173.9,2026-01-24
Sheehan's Garage,Top,"N21, Templeglantine East",Templeglantine,Limerick,52.39638412995154,-9.175723329227026,Diesel,173.9,2026-01-24
Tara Oil,NA,"Dock Rd, Ballykeeffe",Limerick,Limerick,52.649265299999996,-8.6642906,Petrol,176.9,2025-11-24
